"","Site_code","Month","Year","ppt_pA","tmin_pA","tmax_pA","tavg_pA","vpdmin_pA","vpdmax_pA","Month","ppt_pM","tmin_pM","tmax_pM","tavg_pM","vpdmin_pM","vpdmax_pM","ppt_cA","tmin_cA","tmax_cA","tavg_cA","cmd_cA","ppt_cM","tmin_cM","tmax_cM","tavg_cM","cmd_cM"
"1833","DC 16",9,2011,816.0690308,9.3780003,21.4170017,15.3970003,2.6430001,17.7770004,9,22.5450001,17.2320004,32.0359993,24.6330013,7.1900001,34.7960014,1122,8.5,25.2,15.7,661,12,16.6,33.1,24.9,125
"1834","DC 16",10,2011,816.0690308,9.3780003,21.4170017,15.3970003,2.6430001,17.7770004,10,62.9469986,12.2270002,23.4669991,17.8460007,2.5710001,16.3439999,1122,8.5,25.2,15.7,661,135,10.8,24.3,17.6,0
"1835","DC 16",11,2011,816.0690308,9.3780003,21.4170017,15.3970003,2.6430001,17.7770004,11,35.9990005,6.0009999,15.8850002,10.9420004,1.021,8.9980001,1122,8.5,25.2,15.7,661,89,5.1,16.3,10.7,0
"1836","DC 16",12,2011,816.0690308,9.3780003,21.4170017,15.3970003,2.6430001,17.7770004,12,3.473,2.757,14.8620005,8.809,2.049,11.2449999,1122,8.5,25.2,15.7,661,24,3.1,15.2,9.2,12
"1837","DC 16",1,2012,1245.7260742,10.2150002,22.6500015,16.4320011,3.6300001,20.4870014,1,121.2590027,10.2150002,22.6500015,16.4320011,3.6300001,20.4870014,1343,7.3,27.1,16.8,841,181,3.7,15.6,9.7,0
"1838","DC 16",2,2012,1245.7260742,10.2150002,22.6500015,16.4320011,3.6300001,20.4870014,2,48.9860001,4.5830002,15.7919998,10.1870003,1.46,10.6859999,1343,7.3,27.1,16.8,841,102,4.2,16.2,10.2,0
"1839","DC 16",3,2012,1245.7260742,10.2150002,22.6500015,16.4320011,3.6300001,20.4870014,3,292.598999,5.717,14.5930004,10.1550007,1.191,8.2740002,1343,7.3,27.1,16.8,841,309,5.7,15,10.3,0
"1840","DC 16",4,2012,1245.7260742,10.2150002,22.6500015,16.4320011,3.6300001,20.4870014,4,138.0379944,7.6570001,18.9389992,13.2970009,1.299,12.1809998,1343,7.3,27.1,16.8,841,142,8.1,20.2,14.1,0
"1841","DC 16",5,2012,1245.7260742,10.2150002,22.6500015,16.4320011,3.6300001,20.4870014,5,2.4514,10.8030005,25.4370003,18.1200008,2.8740001,22.5319996,1343,7.3,27.1,16.8,841,15,11.6,26.9,19.3,142
"1842","DC 16",6,2012,1245.7260742,10.2150002,22.6500015,16.4320011,3.6300001,20.4870014,6,7.7140002,13.1129999,29.0400009,21.0760002,4.3309999,30.6429996,1343,7.3,27.1,16.8,841,25,13.8,30.1,21.9,151
"1843","DC 16",7,2012,1245.7260742,10.2150002,22.6500015,16.4320011,3.6300001,20.4870014,7,0.246,16.5319996,32.6150017,24.5730019,6.6009998,37.4850006,1343,7.3,27.1,16.8,841,1,16.9,34.4,25.6,199
"1844","DC 16",8,2012,1245.7260742,10.2150002,22.6500015,16.4320011,3.6300001,20.4870014,8,0,18.677,34.7949982,26.7350006,10.1610003,44.512001,1343,7.3,27.1,16.8,841,2,18.1,36,27.1,186
"1845","DC 16",9,2012,1245.7260742,10.2150002,22.6500015,16.4320011,3.6300001,20.4870014,9,0,16.3129997,31.8099995,24.0600014,8.2530003,35.0660019,1343,7.3,27.1,16.8,841,2,16.2,33.4,24.8,137
"1846","DC 16",10,2012,1245.7260742,10.2150002,22.6500015,16.4320011,3.6300001,20.4870014,10,53.8260002,12.2469997,24.2679996,18.2560005,4.0609999,19.7810001,1343,7.3,27.1,16.8,841,68,11.1,24.8,18,14
"1847","DC 16",11,2012,1245.7260742,10.2150002,22.6500015,16.4320011,3.6300001,20.4870014,11,238.5449982,8.8970003,17.3579998,13.1270008,1.173,9.1339998,1343,7.3,27.1,16.8,841,217,7.7,18.4,13,0
"1848","DC 16",12,2012,1245.7260742,10.2150002,22.6500015,16.4320011,3.6300001,20.4870014,12,342.0617981,3.7119999,11.823,7.7670002,0.322,5.1240001,1343,7.3,27.1,16.8,841,279,3.3,11.4,7.3,0
"1849","DC 16",1,2013,258.1760254,10.0820007,23.3190002,16.7000008,3.7350001,21.5970001,1,19.7840004,10.0820007,23.3190002,16.7000008,3.7350001,21.5970001,358,7.8,27.7,17.1,928,49,1.8,13.8,7.8,0
"1850","DC 16",2,2013,258.1760254,10.0820007,23.3190002,16.7000008,3.7350001,21.5970001,2,18.5219994,3.9590001,15.8769999,9.9170008,1.677,10.9870005,358,7.8,27.7,17.1,928,47,3.3,16.7,10,5
"1851","DC 16",3,2013,258.1760254,10.0820007,23.3190002,16.7000008,3.7350001,21.5970001,3,71.526001,7.4390001,19.3670006,13.4030008,1.738,13.4910002,358,7.8,27.7,17.1,928,76,7.3,20.3,13.8,10
"1852","DC 16",4,2013,258.1760254,10.0820007,23.3190002,16.7000008,3.7350001,21.5970001,4,31.4790001,9.3339996,22.7369995,16.0340004,2.5190001,18.823,358,7.8,27.7,17.1,928,46,9.7,23.6,16.6,72
"1853","DC 16",5,2013,258.1760254,10.0820007,23.3190002,16.7000008,3.7350001,21.5970001,5,13.5570002,11.9460001,25.6620007,18.8040009,3.5780001,23.1809998,358,7.8,27.7,17.1,928,21,12,26.7,19.4,133
"1854","DC 16",6,2013,258.1760254,10.0820007,23.3190002,16.7000008,3.7350001,21.5970001,6,30.5540009,15.052,30.0820007,22.5670013,4.1290002,30.7889996,358,7.8,27.7,17.1,928,28,15.5,31.6,23.5,154
"1855","DC 16",7,2013,258.1760254,10.0820007,23.3190002,16.7000008,3.7350001,21.5970001,7,0,18.4650002,34.6710014,26.5680008,8.3339996,42.5369987,358,7.8,27.7,17.1,928,0,19.1,36.3,27.7,208
"1856","DC 16",8,2013,258.1760254,10.0820007,23.3190002,16.7000008,3.7350001,21.5970001,8,0.031,16.3419991,31.816,24.078001,6.5700002,35.2470016,358,7.8,27.7,17.1,928,1,16.6,33,24.8,170
"1857","DC 16",9,2013,258.1760254,10.0820007,23.3190002,16.7000008,3.7350001,21.5970001,9,21.5569992,14.8059998,28.2269993,21.5150013,4.7470002,27.1919994,358,7.8,27.7,17.1,928,32,14.3,28.7,21.5,86
"1858","DC 16",10,2013,258.1760254,10.0820007,23.3190002,16.7000008,3.7350001,21.5970001,10,3.8110001,10.8599997,24.2159996,17.5370007,5.348,22.4860001,358,7.8,27.7,17.1,928,9,9.2,24.7,17,75
"1859","DC 16",11,2013,258.1760254,10.0820007,23.3190002,16.7000008,3.7350001,21.5970001,11,39.0820007,7.5780001,19.5990009,13.5880003,3.1259999,15.3219995,358,7.8,27.7,17.1,928,36,7,20.5,13.7,15
"1860","DC 16",12,2013,258.1760254,10.0820007,23.3190002,16.7000008,3.7350001,21.5970001,12,8.2729998,2.592,14.6999998,8.6450005,2.069,11.1899996,358,7.8,27.7,17.1,928,13,2.1,15.6,8.9,24
"1861","DC 16",1,2014,949.0490723,11.6280003,23.9400005,17.7830009,3.9290001,21.7010002,1,27.6270008,11.6280003,23.9400005,17.7830009,3.9290001,21.7010002,1074,9.5,28,17.9,915,28,5.7,19.2,12.5,18
"1862","DC 16",2,2014,949.0490723,11.6280003,23.9400005,17.7830009,3.9290001,21.7010002,2,245.2310028,6.9580002,15.9779997,11.467001,1.2589999,9.1800003,1074,9.5,28,17.9,915,239,6.2,15.9,11.1,0
"1863","DC 16",3,2014,949.0490723,11.6280003,23.9400005,17.7830009,3.9290001,21.7010002,3,177.9369965,8.3789997,18.9009991,13.6390009,2.108,12.9399996,1074,9.5,28,17.9,915,171,7.9,19.2,13.5,0
"1864","DC 16",4,2014,949.0490723,11.6280003,23.9400005,17.7830009,3.9290001,21.7010002,4,39.8839989,8.9689999,21.4729996,15.2200003,1.956,16.5,1074,9.5,28,17.9,915,83,8.9,22.5,15.7,30
"1865","DC 16",5,2014,949.0490723,11.6280003,23.9400005,17.7830009,3.9290001,21.7010002,5,4.1760001,12.3570004,26.5699997,19.4630013,4.302,26.1200008,1074,9.5,28,17.9,915,21,12,27.6,19.8,139
"1866","DC 16",6,2014,949.0490723,11.6280003,23.9400005,17.7830009,3.9290001,21.7010002,6,0,14.8330002,31.1159992,22.9740009,5.987,35.4189987,1074,9.5,28,17.9,915,1,15.1,32.5,23.8,189
"1867","DC 16",7,2014,949.0490723,11.6280003,23.9400005,17.7830009,3.9290001,21.7010002,7,0,18.7369995,34.2859993,26.5100021,8.1379995,41.2010002,1074,9.5,28,17.9,915,1,19.7,36.3,28,205
"1868","DC 16",8,2014,949.0490723,11.6280003,23.9400005,17.7830009,3.9290001,21.7010002,8,1.325,17.5300007,32.0250015,24.7770004,6.1690001,34.0830002,1074,9.5,28,17.9,915,6,17.8,33.3,25.6,163
"1869","DC 16",9,2014,949.0490723,11.6280003,23.9400005,17.7830009,3.9290001,21.7010002,9,16.0580006,16.1819992,30.3670006,23.2740002,6.717,31.6060009,1074,9.5,28,17.9,915,23,15.7,31.2,23.4,105
"1870","DC 16",10,2014,949.0490723,11.6280003,23.9400005,17.7830009,3.9290001,21.7010002,10,37.4119987,13.3369999,25.8579998,19.5970001,5.2810001,23.1189995,1074,9.5,28,17.9,915,44,11.9,26.3,19.1,42
"1871","DC 16",11,2014,949.0490723,11.6280003,23.9400005,17.7830009,3.9290001,21.7010002,11,105.4960022,8.3269997,17.8959999,13.111001,1.256,9.6870003,1074,9.5,28,17.9,915,144,7.2,18.7,12.9,0
"1872","DC 16",12,2014,949.0490723,11.6280003,23.9400005,17.7830009,3.9290001,21.7010002,12,293.9030151,7.3670001,14.1289997,10.7480001,0.424,5.3699999,1074,9.5,28,17.9,915,312,6.1,12.9,9.5,0
"1873","DC 16",1,2015,478.65802,11.0940008,23.7450008,17.4190006,3.8660002,21.427002,1,1.277,11.0940008,23.7450008,17.4190006,3.8660002,21.427002,598,7.1,26.4,17.7,1018,0,5.5,17.1,11.3,41
"1874","DC 16",2,2015,478.65802,11.0940008,23.7450008,17.4190006,3.8660002,21.427002,2,86.5110016,8.1219997,18.7859993,13.453001,1.575,11.3389997,598,7.1,26.4,17.7,1018,115,7.9,19.6,13.7,0
"1875","DC 16",3,2015,478.65802,11.0940008,23.7450008,17.4190006,3.8660002,21.427002,3,12.0430002,9.1820002,21.6399994,15.4100008,2.3710001,15.8590002,598,7.1,26.4,17.7,1018,16,9,22.8,15.9,78
"1876","DC 16",4,2015,478.65802,11.0940008,23.7450008,17.4190006,3.8660002,21.427002,4,77.4179993,8.1029997,21.698,14.9000006,2.1630001,17.7320004,598,7.1,26.4,17.7,1018,84,8.4,22.3,15.3,29
"1877","DC 16",5,2015,478.65802,11.0940008,23.7450008,17.4190006,3.8660002,21.427002,5,4.4879999,10.533,24.4379997,17.4850006,1.9170001,20.4220009,598,7.1,26.4,17.7,1018,5,10.9,25.1,18,140
"1878","DC 16",6,2015,478.65802,11.0940008,23.7450008,17.4190006,3.8660002,21.427002,6,3.4849999,16.1760006,32.3160019,24.2460003,5.967,36.3260002,598,7.1,26.4,17.7,1018,10,16.9,33.8,25.3,185
"1879","DC 16",7,2015,478.65802,11.0940008,23.7450008,17.4190006,3.8660002,21.427002,7,0.608,17.9969997,32.7470016,25.3710003,7.1129999,36.605999,598,7.1,26.4,17.7,1018,2,18.6,34.3,26.4,191
"1880","DC 16",8,2015,478.65802,11.0940008,23.7450008,17.4190006,3.8660002,21.427002,8,0,17.1700001,32.3810005,24.7750015,7.5289998,36.2270012,598,7.1,26.4,17.7,1018,1,17,34.2,25.6,177
"1881","DC 16",9,2015,478.65802,11.0940008,23.7450008,17.4190006,3.8660002,21.427002,9,2.641,16.6819992,30.559,23.6200008,9.4469995,34.6559982,598,7.1,26.4,17.7,1018,8,15.8,31.3,23.6,120
"1882","DC 16",10,2015,478.65802,11.0940008,23.7450008,17.4190006,3.8660002,21.427002,10,9.1149998,14.7010002,26.6809998,20.6910019,5.6079998,23.9559994,598,7.1,26.4,17.7,1018,32,13,27.4,20.2,57
"1883","DC 16",11,2015,478.65802,11.0940008,23.7450008,17.4190006,3.8660002,21.427002,11,94.8929977,5.619,16.0300007,10.8240004,1.4680001,9.9750004,598,7.1,26.4,17.7,1018,145,4.3,16.2,10.2,0
"1884","DC 16",12,2015,478.65802,11.0940008,23.7450008,17.4190006,3.8660002,21.427002,12,186.1799927,3.799,11.901,7.8500004,0.57,5.5780001,598,7.1,26.4,17.7,1018,179,2.9,11.3,7.1,0
"1885","DC 16",1,2016,1159.3380127,11.0330009,22.9220009,16.9770012,3.5600002,19.9250011,1,268.7319946,11.0330009,22.9220009,16.9770012,3.5600002,19.9250011,1275,7.8,26.6,17.1,858,261,4.3,12.2,8.3,0
"1886","DC 16",2,2016,1159.3380127,11.0330009,22.9220009,16.9770012,3.5600002,19.9250011,2,46.0139999,7.2290001,18.2730007,12.7510004,1.663,11.8290005,1275,7.8,26.6,17.1,858,67,6.8,19.3,13,0
"1887","DC 16",3,2016,1159.3380127,11.0330009,22.9220009,16.9770012,3.5600002,19.9250011,3,297.6749878,7.9990001,17.4260006,12.7120008,1.084,9.5810003,1275,7.8,26.6,17.1,858,309,7.4,17.7,12.5,0
"1888","DC 16",4,2016,1159.3380127,11.0330009,22.9220009,16.9770012,3.5600002,19.9250011,4,37.3689995,9.3369999,21.8649998,15.6000004,1.842,15.5600004,1275,7.8,26.6,17.1,858,67,9.4,22.6,16,45
"1889","DC 16",5,2016,1159.3380127,11.0330009,22.9220009,16.9770012,3.5600002,19.9250011,5,21.0179996,12.1899996,24.698,18.4430008,2.6849999,20.0790005,1275,7.8,26.6,17.1,858,37,11.9,25.7,18.8,109
"1890","DC 16",6,2016,1159.3380127,11.0330009,22.9220009,16.9770012,3.5600002,19.9250011,6,0.368,16.2719994,31.3700008,23.8200016,6.4530001,35.2140007,1275,7.8,26.6,17.1,858,3,15.4,32.6,24,187
"1891","DC 16",7,2016,1159.3380127,11.0330009,22.9220009,16.9770012,3.5600002,19.9250011,7,0,17.2740002,33.6570015,25.4650021,9.0159998,41.2260017,1275,7.8,26.6,17.1,858,0,17.7,35.5,26.6,206
"1892","DC 16",8,2016,1159.3380127,11.0330009,22.9220009,16.9770012,3.5600002,19.9250011,8,0,16.8279991,33.0489998,24.9380016,7.7459998,38.0489998,1275,7.8,26.6,17.1,858,1,16.9,34.8,25.9,182
"1893","DC 16",9,2016,1159.3380127,11.0330009,22.9220009,16.9770012,3.5600002,19.9250011,9,0,15.243,29.9669991,22.6050014,7.4559999,31.9790001,1275,7.8,26.6,17.1,858,0,14.7,31.1,22.9,129
"1894","DC 16",10,2016,1159.3380127,11.0330009,22.9220009,16.9770012,3.5600002,19.9250011,10,181.302002,11.9790001,21.8570004,16.9180012,2.8540001,15.3529997,1275,7.8,26.6,17.1,858,192,10.6,21.8,16.2,0
"1895","DC 16",11,2016,1159.3380127,11.0330009,22.9220009,16.9770012,3.5600002,19.9250011,11,110.3249969,8.6300001,17.6399994,13.1340008,1.073,9.5699997,1275,7.8,26.6,17.1,858,129,7.3,18.3,12.8,0
"1896","DC 16",12,2016,1159.3380127,11.0330009,22.9220009,16.9770012,3.5600002,19.9250011,12,196.5359955,3.434,12.3540001,7.8940005,0.39,5.5570002,1275,7.8,26.6,17.1,858,207,3.1,12.6,7.8,0
"1897","DC 16",1,2021,903.1016846,10.4057999,23.1588993,16.782299,4.2160997,22.7486992,1,121.0074997,10.4057999,23.1588993,16.782299,4.2160997,22.7486992,980,7.6,28.6,17.4,981,140,4,14,9,0
"1898","DC 16",2,2021,903.1016846,10.4057999,23.1588993,16.782299,4.2160997,22.7486992,2,64.8749008,4.7887001,15.7030993,10.2458,1.6371,10.5635996,980,7.6,28.6,17.4,981,89,4.5,16.1,10.3,0
"1899","DC 16",3,2021,903.1016846,10.4057999,23.1588993,16.782299,4.2160997,22.7486992,3,90.4981003,4.9698,16.4459,10.7077999,2.0611,12.3034992,980,7.6,28.6,17.4,981,117,4.5,17.3,10.9,0
"1900","DC 16",4,2021,903.1016846,10.4057999,23.1588993,16.782299,4.2160997,22.7486992,4,7.5026999,7.9489999,22.6833,15.3160992,2.9638999,20.3920002,980,7.6,28.6,17.4,981,22,8.4,23.8,16.1,100
"1901","DC 16",5,2021,903.1016846,10.4057999,23.1588993,16.782299,4.2160997,22.7486992,5,2.2414,11.0334997,27.2639999,19.1486988,4.0207,28.4483986,980,7.6,28.6,17.4,981,1,12,28.4,20.2,165
"1902","DC 16",6,2021,903.1016846,10.4057999,23.1588993,16.782299,4.2160997,22.7486992,6,0,15.934,32.1639977,24.0488987,6.6616998,38.7787971,980,7.6,28.6,17.4,981,2,16.3,34,25.1,196
"1903","DC 16",7,2021,903.1016846,10.4057999,23.1588993,16.782299,4.2160997,22.7486992,7,0,18.8908997,35.3757973,27.1332989,9.6029997,46.8838005,980,7.6,28.6,17.4,981,0,19.9,37.4,28.6,214
"1904","DC 16",8,2021,903.1016846,10.4057999,23.1588993,16.782299,4.2160997,22.7486992,8,0,17.9246998,33.0822983,25.5033989,9.0838995,39.6716995,980,7.6,28.6,17.4,981,1,18.2,35.3,26.7,182
"1905","DC 16",9,2021,903.1016846,10.4057999,23.1588993,16.782299,4.2160997,22.7486992,9,10.4747,15.9334993,31.2228985,23.5781002,7.5127997,36.4596977,980,7.6,28.6,17.4,981,12,15.9,32.7,24.3,124
"1906","DC 16",10,2021,903.1016846,10.4057999,23.1588993,16.782299,4.2160997,22.7486992,10,269.3591003,11.0187998,21.6176987,16.3181992,4.0556998,17.4762001,980,7.6,28.6,17.4,981,218,9.6,22,15.8,0
"1907","DC 16",11,2021,903.1016846,10.4057999,23.1588993,16.782299,4.2160997,22.7486992,11,45.0291977,7.6950998,17.4624004,12.5787001,0.9873,8.9349995,980,7.6,28.6,17.4,981,70,7.9,19.7,13.8,0
"1908","DC 16",12,2021,903.1016846,10.4057999,23.1588993,16.782299,4.2160997,22.7486992,12,292.1141968,3.9720998,10.8884001,7.4301996,0.5954003,4.7354999,980,7.6,28.6,17.4,981,308,3.5,11.7,7.6,0
"1909","DC 16",1,2022,634.4755859,10.698,23.5028,17.1002998,5.1040001,23.4643002,1,20.3125992,10.698,23.5028,17.1002998,5.1040001,23.4643002,760,7.2,27.4,17.4,967,18,3.9,16.2,10.1,23
"1910","DC 16",2,2022,634.4755859,10.698,23.5028,17.1002998,5.1040001,23.4643002,2,0.2127,4.3407998,17.9856987,11.1631994,2.8197997,15.1051998,760,7.2,27.4,17.4,967,5,4.5,18.9,11.7,52
"1911","DC 16",3,2022,634.4755859,10.698,23.5028,17.1002998,5.1040001,23.4643002,3,36.3167,7.875,20.1744003,14.0246992,2.7711,16.1126003,760,7.2,27.4,17.4,967,67,7.1,20.7,13.9,21
"1912","DC 16",4,2022,634.4755859,10.698,23.5028,17.1002998,5.1040001,23.4643002,4,97.2840958,7.5857997,20.1787987,13.8821993,2.3714998,17.1511002,760,7.2,27.4,17.4,967,120,7.4,20.6,14,0
"1913","DC 16",5,2022,634.4755859,10.698,23.5028,17.1002998,5.1040001,23.4643002,5,3.6141999,10.3807001,24.8129997,17.5967999,4.5553002,24.7708988,760,7.2,27.4,17.4,967,20,10.4,26.2,18.3,135
"1914","DC 16",6,2022,634.4755859,10.698,23.5028,17.1002998,5.1040001,23.4643002,6,22.1508999,16.2784004,30.4301987,23.3542004,8.1154995,35.4612007,760,7.2,27.4,17.4,967,26,15.5,31.5,23.5,155
"1915","DC 16",7,2022,634.4755859,10.698,23.5028,17.1002998,5.1040001,23.4643002,7,0,18.0268993,33.5691986,25.7979984,9.5880995,42.1037979,760,7.2,27.4,17.4,967,0,18.5,35.8,27.1,206
"1916","DC 16",8,2022,634.4755859,10.698,23.5028,17.1002998,5.1040001,23.4643002,8,0,19.1131992,33.8579979,26.4854984,10.1927996,41.4207993,760,7.2,27.4,17.4,967,2,18.7,36.2,27.4,185
"1917","DC 16",9,2022,634.4755859,10.698,23.5028,17.1002998,5.1040001,23.4643002,9,28.0234985,18.3276005,31.1831989,24.7552986,10.1697998,36.0900993,760,7.2,27.4,17.4,967,34,17.1,32.4,24.8,98
"1918","DC 16",10,2022,634.4755859,10.698,23.5028,17.1002998,5.1040001,23.4643002,10,0,12.9646997,26.8393002,19.9018993,6.3527999,26.3191986,760,7.2,27.4,17.4,967,1,12.7,28.2,20.5,92
"1919","DC 16",11,2022,634.4755859,10.698,23.5028,17.1002998,5.1040001,23.4643002,11,87.7279968,5.0983,15.8760996,10.4870996,2.2611992,11.5344,760,7.2,27.4,17.4,967,142,3.7,16.1,9.9,0
"1920","DC 16",12,2022,634.4755859,10.698,23.5028,17.1002998,5.1040001,23.4643002,12,338.8329773,3.9376998,11.4591999,7.6984,0.5813,5.053,760,7.2,27.4,17.4,967,325,2.9,11.5,7.2,0
"1921","DC 9",1,2003,841.1810303,10.2450008,22.6400013,16.4420013,3.1990001,19.559,1,85.2149963,10.2450008,22.6400013,16.4420013,3.1990001,19.559,807,8.2,28.4,16.9,902,86,6.4,15.8,11.1,0
"1922","DC 9",2,2003,841.1810303,10.2450008,22.6400013,16.4420013,3.1990001,19.559,2,55.8069992,4.598,15.0939999,9.8450003,1.102,8.4049997,807,8.2,28.4,16.9,902,62,4.1,15.6,9.8,0
"1923","DC 9",3,2003,841.1810303,10.2450008,22.6400013,16.4420013,3.1990001,19.559,3,99.2979965,6.402,17.7269993,12.0630007,1.255,10.6120005,807,8.2,28.4,16.9,902,99,6.6,19,12.8,0
"1924","DC 9",4,2003,841.1810303,10.2450008,22.6400013,16.4420013,3.1990001,19.559,4,153.2420044,6.2090001,15.6059999,10.9070005,0.882,8.2110004,807,8.2,28.4,16.9,902,146,5.4,15.8,10.6,0
"1925","DC 9",5,2003,841.1810303,10.2450008,22.6400013,16.4420013,3.1990001,19.559,5,52.7019997,9.802,23.6940002,16.7480011,1.6390001,17.9659996,807,8.2,28.4,16.9,902,44,10.7,25.5,18.1,105
"1926","DC 9",6,2003,841.1810303,10.2450008,22.6400013,16.4420013,3.1990001,19.559,6,0,14.3310003,30.6399994,22.4850006,3.757,30.316,807,8.2,28.4,16.9,902,1,14.9,32.3,23.6,189
"1927","DC 9",7,2003,841.1810303,10.2450008,22.6400013,16.4420013,3.1990001,19.559,7,0,19.257,35.3510017,27.3030014,9.6529999,44.5499992,807,8.2,28.4,16.9,902,0,19,37.7,28.4,219
"1928","DC 9",8,2003,841.1810303,10.2450008,22.6400013,16.4420013,3.1990001,19.559,8,39.2939987,16.5809994,31.4160004,23.9980011,5.1420002,32.9339981,807,8.2,28.4,16.9,902,12,16.2,32.9,24.5,160
"1929","DC 9",9,2003,841.1810303,10.2450008,22.6400013,16.4420013,3.1990001,19.559,9,0.016,15.7620001,31.4449997,23.6030006,6.5799999,34.2519989,807,8.2,28.4,16.9,902,1,16,33.3,24.7,138
"1930","DC 9",10,2003,841.1810303,10.2450008,22.6400013,16.4420013,3.1990001,19.559,10,2.2279999,12.9119997,27.8969994,20.4030018,6.605,28.1669998,807,8.2,28.4,16.9,902,7,12.2,29.2,20.7,91
"1931","DC 9",11,2003,841.1810303,10.2450008,22.6400013,16.4420013,3.1990001,19.559,11,104.0699997,5.2880001,14.7489996,10.0180006,0.924,7.8390002,807,8.2,28.4,16.9,902,87,4.4,15.2,9.8,0
"1932","DC 9",12,2003,841.1810303,10.2450008,22.6400013,16.4420013,3.1990001,19.559,12,249.3099976,5.4619999,12.9420004,9.2010002,0.504,5.6570001,807,8.2,28.4,16.9,902,260,4.3,12.1,8.2,0
"1933","DC 9",1,2004,725.8840332,10.0860004,22.7150002,16.4000015,3.5230002,20.2780018,1,93.3639984,10.0860004,22.7150002,16.4000015,3.5230002,20.2780018,766,7.5,26.6,16.9,1012,96,2.9,12,7.5,0
"1934","DC 9",2,2004,725.8840332,10.0860004,22.7150002,16.4000015,3.5230002,20.2780018,2,191.802002,5.0619998,13.684,9.3720007,0.841,NA,766,7.5,26.6,16.9,1012,227,4.3,13.6,8.9,0
"1935","DC 9",3,2004,725.8840332,10.0860004,22.7150002,16.4000015,3.5230002,20.2780018,3,36.7420006,9.0780001,21.8220005,15.4500008,2.684,NA,766,7.5,26.6,16.9,1012,32,9,23,16,63
"1936","DC 9",4,2004,725.8840332,10.0860004,22.7150002,16.4000015,3.5230002,20.2780018,4,11.9379997,9.1230001,22.1590004,15.6410007,3.1589999,NA,766,7.5,26.6,16.9,1012,15,9.2,23.2,16.2,102
"1937","DC 9",5,2004,725.8840332,10.0860004,22.7150002,16.4000015,3.5230002,20.2780018,5,7.5879998,10.4320002,25.1560001,17.7940006,2.615,NA,766,7.5,26.6,16.9,1012,10,10.9,26.7,18.8,147
"1938","DC 9",6,2004,725.8840332,10.0860004,22.7150002,16.4000015,3.5230002,20.2780018,6,0,14.1499996,30.375,22.262001,4.1849999,NA,766,7.5,26.6,16.9,1012,1,14.6,31.9,23.2,186
"1939","DC 9",7,2004,725.8840332,10.0860004,22.7150002,16.4000015,3.5230002,20.2780018,7,0,17.0310001,32.9970016,25.0140018,6.7119999,NA,766,7.5,26.6,16.9,1012,1,17.4,35.7,26.6,208
"1940","DC 9",8,2004,725.8840332,10.0860004,22.7150002,16.4000015,3.5230002,20.2780018,8,0,16.5130005,32.5400009,24.526001,7.4369998,NA,766,7.5,26.6,16.9,1012,1,16.8,34.4,25.6,180
"1941","DC 9",9,2004,725.8840332,10.0860004,22.7150002,16.4000015,3.5230002,20.2780018,9,7.9840002,15.0979996,30.0380001,22.5670013,8.8260002,NA,766,7.5,26.6,16.9,1012,6,14.2,31.3,22.8,126
"1942","DC 9",10,2004,725.8840332,10.0860004,22.7150002,16.4000015,3.5230002,20.2780018,10,115.7679977,11.1120005,22.3290005,16.7200012,3.6099999,NA,766,7.5,26.6,16.9,1012,124,9.8,23,16.4,0
"1943","DC 9",11,2004,725.8840332,10.0860004,22.7150002,16.4000015,3.5230002,20.2780018,11,83.6350021,5.7329998,16.0419998,10.8870001,0.953,NA,766,7.5,26.6,16.9,1012,70,5.3,16.9,11.1,0
"1944","DC 9",12,2004,725.8840332,10.0860004,22.7150002,16.4000015,3.5230002,20.2780018,12,177.0630035,3.9890001,13.7600002,8.8740005,0.74,NA,766,7.5,26.6,16.9,1012,183,4.4,14,9.2,0
"1945","DC 9",1,2005,1096.6190186,10.2820005,22.210001,16.2450008,2.7400002,18.4020004,1,147.727005,10.2820005,22.210001,16.2450008,2.7400002,18.4020004,983,8.2,28.5,16.7,823,154,4,12.4,8.2,0
"1946","DC 9",2,2005,1096.6190186,10.2820005,22.210001,16.2450008,2.7400002,18.4020004,2,82.0289993,6.842,15.8739996,11.3580008,0.934,7.5689998,983,8.2,28.5,16.7,823,95,6.4,16.3,11.3,0
"1947","DC 9",3,2005,1096.6190186,10.2820005,22.210001,16.2450008,2.7400002,18.4020004,3,180.9450073,7.513,18.2180004,12.8650007,1.36,11.3990002,983,8.2,28.5,16.7,823,153,7.2,18.8,13,0
"1948","DC 9",4,2005,1096.6190186,10.2820005,22.210001,16.2450008,2.7400002,18.4020004,4,42.8069992,6.9320002,18.6660004,12.7990007,1.175,11.9350004,983,8.2,28.5,16.7,823,50,6.7,19.9,13.3,53
"1949","DC 9",5,2005,1096.6190186,10.2820005,22.210001,16.2450008,2.7400002,18.4020004,5,109.5429993,11.0559998,22.6669998,16.8610001,1.216,15.1160002,983,8.2,28.5,16.7,823,81,11.1,24,17.5,57
"1950","DC 9",6,2005,1096.6190186,10.2820005,22.210001,16.2450008,2.7400002,18.4020004,6,29.0799999,11.9829998,26.0919991,19.0360012,1.688,22.5049992,983,8.2,28.5,16.7,823,32,12.2,27.5,19.9,129
