"","Site_code","Month","WY","ppt_pM","tmax_pM","tmin_pM","tavg_pM","vpdmin_pM","vpdmax_pM","tmax_cM","tmin_cM","tavg_cM","ppt_cM","cmd_cM","ppt_pA","tmax_pA","tmin_pA","tavg_pA","vpdmin_pA","vpdmax_pA","ppt_cA","tmax_cA","tmin_cA","tavg_cA","cmd_cA"
"2294","DC 16",11,2014,39.0820007,19.5990009,7.5780005,13.5880003,3.1259999,15.3219995,20.5,7,13.7,36,15,46.9503333583333,23.9931666083333,10.9608338333333,17.4764173916667,4.22824994166667,22.6031666583333,52.5833333333333,24.875,10.6083333333333,17.75,80.25
"2295","DC 16",12,2014,8.2729998,14.6999998,2.592,8.6450005,2.069,11.1899996,15.6,2.1,8.9,13,24,46.9503333583333,23.9931666083333,10.9608338333333,17.4764173916667,4.22824994166667,22.6031666583333,52.5833333333333,24.875,10.6083333333333,17.75,80.25
"2296","DC 16",1,2014,27.6270008,18.6870003,6.5600004,12.6230001,3.5599999,15.191,19.2,5.7,12.5,28,18,46.9503333583333,23.9931666083333,10.9608338333333,17.4764173916667,4.22824994166667,22.6031666583333,52.5833333333333,24.875,10.6083333333333,17.75,80.25
"2297","DC 16",2,2014,245.2310028,15.9779997,6.9580002,11.467001,1.2589999,9.1800003,15.9,6.2,11.1,239,0,46.9503333583333,23.9931666083333,10.9608338333333,17.4764173916667,4.22824994166667,22.6031666583333,52.5833333333333,24.875,10.6083333333333,17.75,80.25
"2298","DC 16",3,2014,177.9369965,18.9009991,8.3780003,13.6390009,2.108,12.9399996,19.2,7.9,13.5,171,0,46.9503333583333,23.9931666083333,10.9608338333333,17.4764173916667,4.22824994166667,22.6031666583333,52.5833333333333,24.875,10.6083333333333,17.75,80.25
"2299","DC 16",4,2014,39.8839989,21.4729996,8.9680004,15.2200003,1.956,16.5,22.5,8.9,15.7,83,30,46.9503333583333,23.9931666083333,10.9608338333333,17.4764173916667,4.22824994166667,22.6031666583333,52.5833333333333,24.875,10.6083333333333,17.75,80.25
"2300","DC 16",5,2014,4.1760001,26.5699997,12.3570004,19.4630013,4.302,26.1200008,27.6,12,19.8,21,139,46.9503333583333,23.9931666083333,10.9608338333333,17.4764173916667,4.22824994166667,22.6031666583333,52.5833333333333,24.875,10.6083333333333,17.75,80.25
"2301","DC 16",6,2014,0,31.1159992,14.8330011,22.9740009,5.987,35.4189987,32.5,15.1,23.8,1,189,46.9503333583333,23.9931666083333,10.9608338333333,17.4764173916667,4.22824994166667,22.6031666583333,52.5833333333333,24.875,10.6083333333333,17.75,80.25
"2302","DC 16",7,2014,0,34.2859993,18.7360001,26.5100021,8.1379995,41.2010002,36.3,19.7,28,1,205,46.9503333583333,23.9931666083333,10.9608338333333,17.4764173916667,4.22824994166667,22.6031666583333,52.5833333333333,24.875,10.6083333333333,17.75,80.25
"2303","DC 16",8,2014,1.325,32.0250015,17.5300007,24.7770004,6.1690001,34.0830002,33.3,17.8,25.6,6,163,46.9503333583333,23.9931666083333,10.9608338333333,17.4764173916667,4.22824994166667,22.6031666583333,52.5833333333333,24.875,10.6083333333333,17.75,80.25
"2304","DC 16",9,2014,16.0580006,30.3670006,16.1810017,23.2740002,6.717,31.6060009,31.2,15.7,23.4,23,105,46.9503333583333,23.9931666083333,10.9608338333333,17.4764173916667,4.22824994166667,22.6031666583333,52.5833333333333,24.875,10.6083333333333,17.75,80.25
"2305","DC 16",10,2015,37.4119987,25.8579998,13.3360004,19.5970001,5.2810001,23.1189995,26.3,11.9,19.1,44,42,52.1068347416667,24.0175834416667,11.5035837916667,17.760334,3.80949996666667,21.316916625,61.75,24.8666666666667,11.2666666666667,18.05,83.5833333333333
"2306","DC 16",11,2015,105.4960022,17.8959999,8.3260002,13.111001,1.256,9.6870003,18.7,7.2,12.9,144,0,52.1068347416667,24.0175834416667,11.5035837916667,17.760334,3.80949996666667,21.316916625,61.75,24.8666666666667,11.2666666666667,18.05,83.5833333333333
"2307","DC 16",12,2015,293.9030151,14.1289997,7.3670006,10.7480001,0.424,5.3699999,12.9,6.1,9.5,312,0,52.1068347416667,24.0175834416667,11.5035837916667,17.760334,3.80949996666667,21.316916625,61.75,24.8666666666667,11.2666666666667,18.05,83.5833333333333
"2308","DC 16",1,2015,1.277,15.7629995,5.0540004,10.4080009,0.671,8.46,17.1,5.5,11.3,0,41,52.1068347416667,24.0175834416667,11.5035837916667,17.760334,3.80949996666667,21.316916625,61.75,24.8666666666667,11.2666666666667,18.05,83.5833333333333
"2309","DC 16",2,2015,86.5110016,18.7859993,8.1210003,13.453001,1.575,11.3389997,19.6,7.9,13.7,115,0,52.1068347416667,24.0175834416667,11.5035837916667,17.760334,3.80949996666667,21.316916625,61.75,24.8666666666667,11.2666666666667,18.05,83.5833333333333
"2310","DC 16",3,2015,12.0430002,21.6399994,9.1820002,15.4100008,2.3710001,15.8590002,22.8,9,15.9,16,78,52.1068347416667,24.0175834416667,11.5035837916667,17.760334,3.80949996666667,21.316916625,61.75,24.8666666666667,11.2666666666667,18.05,83.5833333333333
"2311","DC 16",4,2015,77.4179993,21.698,8.1020002,14.9000006,2.1630001,17.7320004,22.3,8.4,15.3,84,29,52.1068347416667,24.0175834416667,11.5035837916667,17.760334,3.80949996666667,21.316916625,61.75,24.8666666666667,11.2666666666667,18.05,83.5833333333333
"2312","DC 16",5,2015,4.4879999,24.4379997,10.5320005,17.4850006,1.9170001,20.4220009,25.1,10.9,18,5,140,52.1068347416667,24.0175834416667,11.5035837916667,17.760334,3.80949996666667,21.316916625,61.75,24.8666666666667,11.2666666666667,18.05,83.5833333333333
"2313","DC 16",6,2015,3.4849999,32.3160019,16.1760006,24.2460003,5.967,36.3260002,33.8,16.9,25.3,10,185,52.1068347416667,24.0175834416667,11.5035837916667,17.760334,3.80949996666667,21.316916625,61.75,24.8666666666667,11.2666666666667,18.05,83.5833333333333
"2314","DC 16",7,2015,0.608,32.7470016,17.9960003,25.3710003,7.1129999,36.605999,34.3,18.6,26.4,2,191,52.1068347416667,24.0175834416667,11.5035837916667,17.760334,3.80949996666667,21.316916625,61.75,24.8666666666667,11.2666666666667,18.05,83.5833333333333
"2315","DC 16",8,2015,0,32.3810005,17.1700001,24.7750015,7.5289998,36.2270012,34.2,17,25.6,1,177,52.1068347416667,24.0175834416667,11.5035837916667,17.760334,3.80949996666667,21.316916625,61.75,24.8666666666667,11.2666666666667,18.05,83.5833333333333
"2316","DC 16",9,2015,2.641,30.559,16.6810017,23.6200008,9.4469995,34.6559982,31.3,15.8,23.6,8,120,52.1068347416667,24.0175834416667,11.5035837916667,17.760334,3.80949996666667,21.316916625,61.75,24.8666666666667,11.2666666666667,18.05,83.5833333333333
"2317","DC 16",10,2016,9.1149998,26.6809998,14.7010012,20.6910019,5.6079998,23.9559994,27.4,13,20.2,32,57,80.1136643,23.15283355,11.0391671666667,17.09575105,3.83783328333333,20.6780836666667,91.75,23.8666666666667,10.3916666666667,17.125,76.25
"2318","DC 16",11,2016,94.8929977,16.0300007,5.618,10.8240004,1.4680001,9.9750004,16.2,4.3,10.2,145,0,80.1136643,23.15283355,11.0391671666667,17.09575105,3.83783328333333,20.6780836666667,91.75,23.8666666666667,10.3916666666667,17.125,76.25
"2319","DC 16",12,2016,186.1799927,11.901,3.7990003,7.8500004,0.57,5.5780001,11.3,2.9,7.1,179,0,80.1136643,23.15283355,11.0391671666667,17.09575105,3.83783328333333,20.6780836666667,91.75,23.8666666666667,10.3916666666667,17.125,76.25
"2320","DC 16",1,2016,268.7319946,12.9169998,5.9840002,9.4500008,0.463,5.1110001,12.2,4.3,8.3,261,0,80.1136643,23.15283355,11.0391671666667,17.09575105,3.83783328333333,20.6780836666667,91.75,23.8666666666667,10.3916666666667,17.125,76.25
"2321","DC 16",2,2016,46.0139999,18.2730007,7.2290006,12.7510004,1.663,11.8290005,19.3,6.8,13,67,0,80.1136643,23.15283355,11.0391671666667,17.09575105,3.83783328333333,20.6780836666667,91.75,23.8666666666667,10.3916666666667,17.125,76.25
"2322","DC 16",3,2016,297.6749878,17.4260006,7.9990005,12.7120008,1.084,9.5810003,17.7,7.4,12.5,309,0,80.1136643,23.15283355,11.0391671666667,17.09575105,3.83783328333333,20.6780836666667,91.75,23.8666666666667,10.3916666666667,17.125,76.25
"2323","DC 16",4,2016,37.3689995,21.8649998,9.3360004,15.6000004,1.842,15.5600004,22.6,9.4,16,67,45,80.1136643,23.15283355,11.0391671666667,17.09575105,3.83783328333333,20.6780836666667,91.75,23.8666666666667,10.3916666666667,17.125,76.25
"2324","DC 16",5,2016,21.0179996,24.698,12.1890001,18.4430008,2.6849999,20.0790005,25.7,11.9,18.8,37,109,80.1136643,23.15283355,11.0391671666667,17.09575105,3.83783328333333,20.6780836666667,91.75,23.8666666666667,10.3916666666667,17.125,76.25
"2325","DC 16",6,2016,0.368,31.3700008,16.2709999,23.8200016,6.4530001,35.2140007,32.6,15.4,24,3,187,80.1136643,23.15283355,11.0391671666667,17.09575105,3.83783328333333,20.6780836666667,91.75,23.8666666666667,10.3916666666667,17.125,76.25
"2326","DC 16",7,2016,0,33.6570015,17.2740002,25.4650021,9.0159998,41.2260017,35.5,17.7,26.6,0,206,80.1136643,23.15283355,11.0391671666667,17.09575105,3.83783328333333,20.6780836666667,91.75,23.8666666666667,10.3916666666667,17.125,76.25
"2327","DC 16",8,2016,0,33.0489998,16.8270016,24.9380016,7.7459998,38.0489998,34.8,16.9,25.9,1,182,80.1136643,23.15283355,11.0391671666667,17.09575105,3.83783328333333,20.6780836666667,91.75,23.8666666666667,10.3916666666667,17.125,76.25
"2328","DC 16",9,2016,0,29.9669991,15.243001,22.6050014,7.4559999,31.9790001,31.1,14.7,22.9,0,129,80.1136643,23.15283355,11.0391671666667,17.09575105,3.83783328333333,20.6780836666667,91.75,23.8666666666667,10.3916666666667,17.125,76.25
"2329","DC 16",10,2017,181.302002,21.8570004,11.979001,16.9180012,2.8540001,15.3529997,21.8,10.6,16.2,192,0,132.305751025,22.5762499333333,11.2434169916667,16.9094175166667,3.21591668333333,19.1399166583333,147.833333333333,23.05,10.5416666666667,16.7833333333333,68.5833333333333
"2330","DC 16",11,2017,110.3249969,17.6399994,8.6300001,13.1340008,1.073,9.5699997,18.3,7.3,12.8,129,0,132.305751025,22.5762499333333,11.2434169916667,16.9094175166667,3.21591668333333,19.1399166583333,147.833333333333,23.05,10.5416666666667,16.7833333333333,68.5833333333333
"2331","DC 16",12,2017,196.5359955,12.3540001,3.4340003,7.8940005,0.39,5.5570002,12.6,3.1,7.8,207,0,132.305751025,22.5762499333333,11.2434169916667,16.9094175166667,3.21591668333333,19.1399166583333,147.833333333333,23.05,10.5416666666667,16.7833333333333,68.5833333333333
"2332","DC 16",1,2017,423.7080078,11.375,4.2270002,7.8010006,0.401,4.2399998,11.1,2.7,6.9,442,0,132.305751025,22.5762499333333,11.2434169916667,16.9094175166667,3.21591668333333,19.1399166583333,147.833333333333,23.05,10.5416666666667,16.7833333333333,68.5833333333333
"2333","DC 16",2,2017,387.5180054,14.3540001,7.1510005,10.7520008,0.548,5.8850002,13.6,5.8,9.7,441,0,132.305751025,22.5762499333333,11.2434169916667,16.9094175166667,3.21591668333333,19.1399166583333,147.833333333333,23.05,10.5416666666667,16.7833333333333,68.5833333333333
"2334","DC 16",3,2017,116.5199966,18.2049999,7.9470005,13.0760002,1.2359999,10.9820004,18.7,7.2,12.9,159,0,132.305751025,22.5762499333333,11.2434169916667,16.9094175166667,3.21591668333333,19.1399166583333,147.833333333333,23.05,10.5416666666667,16.7833333333333,68.5833333333333
"2335","DC 16",4,2017,148.5980072,18.5020008,8.1890001,13.3450003,1.168,11.6999998,18.8,8,13.4,170,0,132.305751025,22.5762499333333,11.2434169916667,16.9094175166667,3.21591668333333,19.1399166583333,147.833333333333,23.05,10.5416666666667,16.7833333333333,68.5833333333333
"2336","DC 16",5,2017,5.039,26.0450001,11.9180002,18.9810009,2.8859999,22.1879997,27.3,12,19.7,15,143,132.305751025,22.5762499333333,11.2434169916667,16.9094175166667,3.21591668333333,19.1399166583333,147.833333333333,23.05,10.5416666666667,16.7833333333333,68.5833333333333
"2337","DC 16",6,2017,16.8560009,30.7719994,16.125,23.4480019,4.414,31.4230003,31.8,16,23.9,15,167,132.305751025,22.5762499333333,11.2434169916667,16.9094175166667,3.21591668333333,19.1399166583333,147.833333333333,23.05,10.5416666666667,16.7833333333333,68.5833333333333
"2338","DC 16",7,2017,0,35.4179993,19.4230003,27.420002,9.3520002,44.8240013,36.8,18.9,27.8,0,213,132.305751025,22.5762499333333,11.2434169916667,16.9094175166667,3.21591668333333,19.1399166583333,147.833333333333,23.05,10.5416666666667,16.7833333333333,68.5833333333333
"2339","DC 16",8,2017,0,34.4239998,19.1040001,26.7630005,6.836,37.6609993,35.6,19.1,27.3,1,181,132.305751025,22.5762499333333,11.2434169916667,16.9094175166667,3.21591668333333,19.1399166583333,147.833333333333,23.05,10.5416666666667,16.7833333333333,68.5833333333333
"2340","DC 16",9,2017,1.267,29.9689999,16.7940006,23.3810005,7.4330001,30.2959995,30.2,15.8,23,3,119,132.305751025,22.5762499333333,11.2434169916667,16.9094175166667,3.21591668333333,19.1399166583333,147.833333333333,23.05,10.5416666666667,16.7833333333333,68.5833333333333
"2341","DC 16",10,2018,16.8950005,25.6660004,11.7720003,18.7190018,6.059,24.4419994,26.6,10.5,18.6,49,40,72.5280840416667,23.2169999083333,10.4161670416667,16.8162509666667,3.59599999166667,20.9120835,114.25,22.975,9.975,16.475,62.0833333333333
"2342","DC 16",11,2018,199.0670013,16.5200005,8.8070002,12.6630011,0.512,6.9060001,16.9,7.5,12.2,225,0,72.5280840416667,23.2169999083333,10.4161670416667,16.8162509666667,3.59599999166667,20.9120835,114.25,22.975,9.975,16.475,62.0833333333333
"2343","DC 16",12,2018,16.4449997,15.6190004,4.3700004,9.9940004,1.283,10.2950001,16.5,4.3,10.4,30,7,72.5280840416667,23.2169999083333,10.4161670416667,16.8162509666667,3.59599999166667,20.9120835,114.25,22.975,9.975,16.475,62.0833333333333
"2344","DC 16",1,2018,184.6699982,14.9720001,5.539,10.2550001,0.582,7.2249999,14.3,4.9,9.6,232,0,72.5280840416667,23.2169999083333,10.4161670416667,16.8162509666667,3.59599999166667,20.9120835,114.25,22.975,9.975,16.475,62.0833333333333
"2345","DC 16",2,2018,27.5480003,16.5139999,3.8680003,10.1910009,1.7589999,12.2040005,10,1.8,5.9,433,0,72.5280840416667,23.2169999083333,10.4161670416667,16.8162509666667,3.59599999166667,20.9120835,114.25,22.975,9.975,16.475,62.0833333333333
"2346","DC 16",3,2018,295.7810059,15.7639999,5.8870001,10.8250008,1.0140001,9.2449999,15.6,5.7,10.6,172,0,72.5280840416667,23.2169999083333,10.4161670416667,16.8162509666667,3.59599999166667,20.9120835,114.25,22.975,9.975,16.475,62.0833333333333
"2347","DC 16",4,2018,119.2590027,20.4109993,8.684,14.5470009,1.572,14.1809998,22.3,10.1,16.2,64,46,72.5280840416667,23.2169999083333,10.4161670416667,16.8162509666667,3.59599999166667,20.9120835,114.25,22.975,9.975,16.475,62.0833333333333
"2348","DC 16",5,2018,10.6719999,24.8530006,10.8970003,17.875,1.5369999,19.5470009,22.8,9.7,16.3,126,7,72.5280840416667,23.2169999083333,10.4161670416667,16.8162509666667,3.59599999166667,20.9120835,114.25,22.975,9.975,16.475,62.0833333333333
"2349","DC 16",6,2018,0,30.4890003,13.769001,22.1290016,4.4590001,33.4980011,32.2,15.7,23.9,5,181,72.5280840416667,23.2169999083333,10.4161670416667,16.8162509666667,3.59599999166667,20.9120835,114.25,22.975,9.975,16.475,62.0833333333333
"2350","DC 16",7,2018,0,35.1959991,19.7940006,27.4940014,9.1059999,43.2470016,34.6,17.7,26.1,0,199,72.5280840416667,23.2169999083333,10.4161670416667,16.8162509666667,3.59599999166667,20.9120835,114.25,22.975,9.975,16.475,62.0833333333333
"2351","DC 16",8,2018,0,32.4459991,16.6870003,24.5660019,7.2849998,36.8209991,34.8,17.8,26.3,0,180,72.5280840416667,23.2169999083333,10.4161670416667,16.8162509666667,3.59599999166667,20.9120835,114.25,22.975,9.975,16.475,62.0833333333333
"2352","DC 16",9,2018,0,30.1539993,14.920001,22.5370007,7.9840002,33.3339996,29.1,14,21.6,35,85,72.5280840416667,23.2169999083333,10.4161670416667,16.8162509666667,3.59599999166667,20.9120835,114.25,22.975,9.975,16.475,62.0833333333333
"2353","DC 16",10,2019,19.3150005,25.2010002,12.6160002,18.9080009,5.915,22.816,24.6,9,16.8,4,80,102.614584583333,22.42358335,10.6094165666667,16.5162248583333,3.60833335833333,19.9681667083333,112.25,22.8166666666667,9.84166666666667,16.3166666666667,65.25
"2354","DC 16",11,2019,141.4620056,19.4130001,8.3900003,13.901001,4.3769999,15.9189997,21.3,7,14.1,47,5,102.614584583333,22.42358335,10.6094165666667,16.5162248583333,3.60833335833333,19.9681667083333,112.25,22.8166666666667,9.84166666666667,16.3166666666667,65.25
"2355","DC 16",12,2019,92.2639999,13.6079998,4.848,9.2270002,0.75,7.0229998,12.2,4.7,8.4,229,0,102.614584583333,22.42358335,10.6094165666667,16.5162248583333,3.60833335833333,19.9681667083333,112.25,22.8166666666667,9.84166666666667,16.3166666666667,65.25
"2356","DC 16",1,2019,221.3650055,14.4449997,5.7930002,10.118,1.063,7.6539998,14.3,4.9,9.6,232,0,102.614584583333,22.42358335,10.6094165666667,16.5162248583333,3.60833335833333,19.9681667083333,112.25,22.8166666666667,9.84166666666667,16.3166666666667,65.25
"2357","DC 16",2,2019,389.302002,11.165,3.6570001,7.4110003,0.816,5.7659998,10,1.8,5.9,433,0,102.614584583333,22.42358335,10.6094165666667,16.5162248583333,3.60833335833333,19.9681667083333,112.25,22.8166666666667,9.84166666666667,16.3166666666667,65.25
"2358","DC 16",3,2019,170.5310059,15.2349997,6.5670004,10.901001,1.39,8.9370003,15.6,5.7,10.6,172,0,102.614584583333,22.42358335,10.6094165666667,16.5162248583333,3.60833335833333,19.9681667083333,112.25,22.8166666666667,9.84166666666667,16.3166666666667,65.25
"2359","DC 16",4,2019,37.8969994,21.5960007,9.6099997,15.6029997,1.8710001,15.96,22.3,10.1,16.2,64,46,102.614584583333,22.42358335,10.6094165666667,16.5162248583333,3.60833335833333,19.9681667083333,112.25,22.8166666666667,9.84166666666667,16.3166666666667,65.25
"2360","DC 16",5,2019,114.7829971,21.9810009,9.3839998,15.6824999,1.359,16.0380001,22.8,9.7,16.3,126,7,102.614584583333,22.42358335,10.6094165666667,16.5162248583333,3.60833335833333,19.9681667083333,112.25,22.8166666666667,9.84166666666667,16.3166666666667,65.25
"2361","DC 16",6,2019,3.1559999,31.0750008,15.3789997,23.2269993,4.927,32.7970009,32.2,15.7,23.9,5,181,102.614584583333,22.42358335,10.6094165666667,16.5162248583333,3.60833335833333,19.9681667083333,112.25,22.8166666666667,9.84166666666667,16.3166666666667,65.25
"2362","DC 16",7,2019,0,33.3889999,17.7509995,25.5698986,7.1290002,39.9679985,34.6,17.7,26.1,0,199,102.614584583333,22.42358335,10.6094165666667,16.5162248583333,3.60833335833333,19.9681667083333,112.25,22.8166666666667,9.84166666666667,16.3166666666667,65.25
"2363","DC 16",8,2019,0,33.2319984,18.1439991,25.6878986,7.4949999,37.5820007,34.8,17.8,26.3,0,180,102.614584583333,22.42358335,10.6094165666667,16.5162248583333,3.60833335833333,19.9681667083333,112.25,22.8166666666667,9.84166666666667,16.3166666666667,65.25
"2364","DC 16",9,2019,41.2999992,28.743,15.1739998,21.9583988,6.2080002,29.1580009,29.1,14,21.6,35,85,102.614584583333,22.42358335,10.6094165666667,16.5162248583333,3.60833335833333,19.9681667083333,112.25,22.8166666666667,9.84166666666667,16.3166666666667,65.25
"2365","DC 16",10,2020,0.757,24.2450008,10.5649996,17.4049988,6.1529999,24.1299992,24.6,9,16.8,4,80,46.0645835666667,23.4440001583333,11.0240834583333,17.2340161916667,4.643500025,22.3604166916667,53.75,24.25,10.3916666666667,17.3083333333333,79.9166666666667
"2366","DC 16",11,2020,33.2270012,20.0709991,8.1800003,14.1253996,4.0019999,16.7940006,21.3,7,14.1,47,5,46.0645835666667,23.4440001583333,11.0240834583333,17.2340161916667,4.643500025,22.3604166916667,53.75,24.25,10.3916666666667,17.3083333333333,79.9166666666667
"2367","DC 16",12,2020,191.8110046,13.3610001,5.934,9.6475,0.722,6.1719999,12.2,4.7,8.4,229,0,46.0645835666667,23.4440001583333,11.0240834583333,17.2340161916667,4.643500025,22.3604166916667,53.75,24.25,10.3916666666667,17.3083333333333,79.9166666666667
"2368","DC 16",1,2020,82.7269974,12.96,5.296,9.1280003,0.659,5.711,13.3,3.9,8.6,100,0,46.0645835666667,23.4440001583333,11.0240834583333,17.2340161916667,4.643500025,22.3604166916667,53.75,24.25,10.3916666666667,17.3083333333333,79.9166666666667
"2369","DC 16",2,2020,2.0120001,18.3010006,5.6300001,11.9654999,2.848,14.4200001,19.2,5.3,12.2,0,58,46.0645835666667,23.4440001583333,11.0240834583333,17.2340161916667,4.643500025,22.3604166916667,53.75,24.25,10.3916666666667,17.3083333333333,79.9166666666667
"2370","DC 16",3,2020,117.7559967,16.0160007,5.1069999,10.5614996,1.153,10.7980003,15.9,5.2,10.5,109,0,46.0645835666667,23.4440001583333,11.0240834583333,17.2340161916667,4.643500025,22.3604166916667,53.75,24.25,10.3916666666667,17.3083333333333,79.9166666666667
