"","Site_code","vpdmin_pM","Month","Day","vpdmax_pM","Year","tmax_pM","Date","tmin_pM","tavg_pM","ppt_pM"
"12990","DC 16",5.987,6,"1",35.4189987,2014,31.1159992,2014-06-01,14.8330002,22.9740009,0
"12991","DC 16",8.1379995,7,"1",41.2010002,2014,34.2859993,2014-07-01,18.7369995,26.5100021,0
"12992","DC 16",6.1690001,8,"1",34.0830002,2014,32.0250015,2014-08-01,17.5300007,24.7770004,1.325
"12993","DC 16",6.717,9,"1",31.6060009,2014,30.3670006,2014-09-01,16.1819992,23.2740002,16.0580006
"12994","DC 16",5.2810001,10,"1",23.1189995,2014,25.8579998,2014-10-01,13.3369999,19.5970001,37.4119987
"12995","DC 16",1.256,11,"1",9.6870003,2014,17.8959999,2014-11-01,8.3269997,13.111001,105.4960022
"12996","DC 16",0.424,12,"1",5.3699999,2014,14.1289997,2014-12-01,7.3670001,10.7480001,293.9030151
"12997","DC 16",3.8660002,1,"1",21.427002,2015,23.7450008,2015-01-01,11.0940008,17.4190006,1.277
"12998","DC 16",1.575,2,"1",11.3389997,2015,18.7859993,2015-02-01,8.1219997,13.453001,86.5110016
"12999","DC 16",2.3710001,3,"1",15.8590002,2015,21.6399994,2015-03-01,9.1820002,15.4100008,12.0430002
"13000","DC 16",2.1630001,4,"1",17.7320004,2015,21.698,2015-04-01,8.1029997,14.9000006,77.4179993
"13001","DC 16",1.9170001,5,"1",20.4220009,2015,24.4379997,2015-05-01,10.533,17.4850006,4.4879999
"13002","DC 16",5.967,6,"1",36.3260002,2015,32.3160019,2015-06-01,16.1760006,24.2460003,3.4849999
"13003","DC 16",7.1129999,7,"1",36.605999,2015,32.7470016,2015-07-01,17.9969997,25.3710003,0.608
"13004","DC 16",7.5289998,8,"1",36.2270012,2015,32.3810005,2015-08-01,17.1700001,24.7750015,0
"13005","DC 16",9.4469995,9,"1",34.6559982,2015,30.559,2015-09-01,16.6819992,23.6200008,2.641
"13006","DC 16",5.6079998,10,"1",23.9559994,2015,26.6809998,2015-10-01,14.7010002,20.6910019,9.1149998
"13007","DC 16",1.4680001,11,"1",9.9750004,2015,16.0300007,2015-11-01,5.619,10.8240004,94.8929977
"13008","DC 16",0.57,12,"1",5.5780001,2015,11.901,2015-12-01,3.799,7.8500004,186.1799927
"13009","DC 16",3.5600002,1,"1",19.9250011,2016,22.9220009,2016-01-01,11.0330009,16.9770012,268.7319946
"13010","DC 16",1.663,2,"1",11.8290005,2016,18.2730007,2016-02-01,7.2290001,12.7510004,46.0139999
"13011","DC 16",1.084,3,"1",9.5810003,2016,17.4260006,2016-03-01,7.9990001,12.7120008,297.6749878
"13012","DC 16",1.842,4,"1",15.5600004,2016,21.8649998,2016-04-01,9.3369999,15.6000004,37.3689995
"13013","DC 16",2.6849999,5,"1",20.0790005,2016,24.698,2016-05-01,12.1899996,18.4430008,21.0179996
"13014","DC 16",6.4530001,6,"1",35.2140007,2016,31.3700008,2016-06-01,16.2719994,23.8200016,0.368
"13015","DC 16",9.0159998,7,"1",41.2260017,2016,33.6570015,2016-07-01,17.2740002,25.4650021,0
"13016","DC 16",7.7459998,8,"1",38.0489998,2016,33.0489998,2016-08-01,16.8279991,24.9380016,0
"13017","DC 16",7.4559999,9,"1",31.9790001,2016,29.9669991,2016-09-01,15.243,22.6050014,0
"13018","DC 16",2.8540001,10,"1",15.3529997,2016,21.8570004,2016-10-01,11.9790001,16.9180012,181.302002
"13019","DC 16",1.073,11,"1",9.5699997,2016,17.6399994,2016-11-01,8.6300001,13.1340008,110.3249969
"13020","DC 16",0.39,12,"1",5.5570002,2016,12.3540001,2016-12-01,3.434,7.8940005,196.5359955
"13021","DC 16",4.2160997,1,"1",22.7486992,2021,23.1588993,2021-01-01,10.4057999,16.782299,121.0074997
"13022","DC 16",1.6371,2,"1",10.5635996,2021,15.7030993,2021-02-01,4.7887001,10.2458,64.8749008
"13023","DC 16",2.0611,3,"1",12.3034992,2021,16.4459,2021-03-01,4.9698,10.7077999,90.4981003
"13024","DC 16",2.9638999,4,"1",20.3920002,2021,22.6833,2021-04-01,7.9489999,15.3160992,7.5026999
"13025","DC 16",4.0207,5,"1",28.4483986,2021,27.2639999,2021-05-01,11.0334997,19.1486988,2.2414
"13026","DC 16",6.6616998,6,"1",38.7787971,2021,32.1639977,2021-06-01,15.934,24.0488987,0
"13027","DC 16",9.6029997,7,"1",46.8838005,2021,35.3757973,2021-07-01,18.8908997,27.1332989,0
"13028","DC 16",9.0838995,8,"1",39.6716995,2021,33.0822983,2021-08-01,17.9246998,25.5033989,0
"13029","DC 16",7.5127997,9,"1",36.4596977,2021,31.2228985,2021-09-01,15.9334993,23.5781002,10.4747
"13030","DC 16",4.0556998,10,"1",17.4762001,2021,21.6176987,2021-10-01,11.0187998,16.3181992,269.3591003
"13031","DC 16",0.9873,11,"1",8.9349995,2021,17.4624004,2021-11-01,7.6950998,12.5787001,45.0291977
"13032","DC 16",0.5954003,12,"1",4.7354999,2021,10.8884001,2021-12-01,3.9720998,7.4301996,292.1141968
"13033","DC 16",5.1040001,1,"1",23.4643002,2022,23.5028,2022-01-01,10.698,17.1002998,20.3125992
"13034","DC 16",2.8197997,2,"1",15.1051998,2022,17.9856987,2022-02-01,4.3407998,11.1631994,0.2127
"13035","DC 16",2.7711,3,"1",16.1126003,2022,20.1744003,2022-03-01,7.875,14.0246992,36.3167
"13036","DC 16",2.3714998,4,"1",17.1511002,2022,20.1787987,2022-04-01,7.5857997,13.8821993,97.2840958
"13037","DC 16",4.5553002,5,"1",24.7708988,2022,24.8129997,2022-05-01,10.3807001,17.5967999,3.6141999
"13038","DC 16",8.1154995,6,"1",35.4612007,2022,30.4301987,2022-06-01,16.2784004,23.3542004,22.1508999
"13039","DC 16",9.5880995,7,"1",42.1037979,2022,33.5691986,2022-07-01,18.0268993,25.7979984,0
"13040","DC 16",10.1927996,8,"1",41.4207993,2022,33.8579979,2022-08-01,19.1131992,26.4854984,0
"13041","DC 16",10.1697998,9,"1",36.0900993,2022,31.1831989,2022-09-01,18.3276005,24.7552986,28.0234985
"13042","DC 16",6.3527999,10,"1",26.3191986,2022,26.8393002,2022-10-01,12.9646997,19.9018993,0
"13043","DC 16",2.2611992,11,"1",11.5344,2022,15.8760996,2022-11-01,5.0983,10.4870996,87.7279968
"13044","DC 16",0.5813,12,"1",5.053,2022,11.4591999,2022-12-01,3.9376998,7.6984,338.8329773
"14281","DC 9",3.1990001,1,"1",19.559,2003,22.6400013,2003-01-01,10.2450008,16.4420013,85.2149963
"14282","DC 9",1.102,2,"1",8.4049997,2003,15.0939999,2003-02-01,4.598,9.8450003,55.8069992
"14283","DC 9",1.255,3,"1",10.6120005,2003,17.7269993,2003-03-01,6.402,12.0630007,99.2979965
"14284","DC 9",0.882,4,"1",8.2110004,2003,15.6059999,2003-04-01,6.2090001,10.9070005,153.2420044
"14285","DC 9",1.6390001,5,"1",17.9659996,2003,23.6940002,2003-05-01,9.802,16.7480011,52.7019997
"14286","DC 9",3.757,6,"1",30.316,2003,30.6399994,2003-06-01,14.3310003,22.4850006,0
"14287","DC 9",9.6529999,7,"1",44.5499992,2003,35.3510017,2003-07-01,19.257,27.3030014,0
"14288","DC 9",5.1420002,8,"1",32.9339981,2003,31.4160004,2003-08-01,16.5809994,23.9980011,39.2939987
"14289","DC 9",6.5799999,9,"1",34.2519989,2003,31.4449997,2003-09-01,15.7620001,23.6030006,0.016
"14290","DC 9",6.605,10,"1",28.1669998,2003,27.8969994,2003-10-01,12.9119997,20.4030018,2.2279999
"14291","DC 9",0.924,11,"1",7.8390002,2003,14.7489996,2003-11-01,5.2880001,10.0180006,104.0699997
"14292","DC 9",0.504,12,"1",5.6570001,2003,12.9420004,2003-12-01,5.4619999,9.2010002,249.3099976
"14293","DC 9",3.5230002,1,"1",20.2780018,2004,22.7150002,2004-01-01,10.0860004,16.4000015,93.3639984
"14294","DC 9",0.841,2,"1",NA,2004,13.684,2004-02-01,5.0619998,9.3720007,191.802002
"14295","DC 9",2.684,3,"1",NA,2004,21.8220005,2004-03-01,9.0780001,15.4500008,36.7420006
"14296","DC 9",3.1589999,4,"1",NA,2004,22.1590004,2004-04-01,9.1230001,15.6410007,11.9379997
"14297","DC 9",2.615,5,"1",NA,2004,25.1560001,2004-05-01,10.4320002,17.7940006,7.5879998
"14298","DC 9",4.1849999,6,"1",NA,2004,30.375,2004-06-01,14.1499996,22.262001,0
"14299","DC 9",6.7119999,7,"1",NA,2004,32.9970016,2004-07-01,17.0310001,25.0140018,0
"14300","DC 9",7.4369998,8,"1",NA,2004,32.5400009,2004-08-01,16.5130005,24.526001,0
"14301","DC 9",8.8260002,9,"1",NA,2004,30.0380001,2004-09-01,15.0979996,22.5670013,7.9840002
"14302","DC 9",3.6099999,10,"1",NA,2004,22.3290005,2004-10-01,11.1120005,16.7200012,115.7679977
"14303","DC 9",0.953,11,"1",NA,2004,16.0419998,2004-11-01,5.7329998,10.8870001,83.6350021
"14304","DC 9",0.74,12,"1",NA,2004,13.7600002,2004-12-01,3.9890001,8.8740005,177.0630035
"14305","DC 9",2.7400002,1,"1",18.4020004,2005,22.210001,2005-01-01,10.2820005,16.2450008,147.727005
"14306","DC 9",0.934,2,"1",7.5689998,2005,15.8739996,2005-02-01,6.842,11.3580008,82.0289993
"14307","DC 9",1.36,3,"1",11.3990002,2005,18.2180004,2005-03-01,7.513,12.8650007,180.9450073
"14308","DC 9",1.175,4,"1",11.9350004,2005,18.6660004,2005-04-01,6.9320002,12.7990007,42.8069992
"14309","DC 9",1.216,5,"1",15.1160002,2005,22.6669998,2005-05-01,11.0559998,16.8610001,109.5429993
"14310","DC 9",1.688,6,"1",22.5049992,2005,26.0919991,2005-06-01,11.9829998,19.0360012,29.0799999
"14311","DC 9",6.1900001,7,"1",40.9329987,2005,35.243,2005-07-01,19.0090008,27.1260014,0
"14312","DC 9",9.1529999,8,"1",41.9220009,2005,34.2400017,2005-08-01,18.2110004,26.2250004,0
"14313","DC 9",4.8579998,9,"1",28.4519997,2005,28.3349991,2005-09-01,13.1459999,20.7390003,5.448
"14314","DC 9",3.757,10,"1",19.1539993,2005,23.7859993,2005-10-01,11.4259996,17.6050014,25.7989998
"14315","DC 9",1.853,11,"1",12.5349998,2005,18.8029995,2005-11-01,7.9510002,13.3760004,79.1930008
"14316","DC 9",0.353,12,"1",5.2150002,2005,13.4469995,2005-12-01,5.5139999,9.4800005,394.0480042
"14317","DC 9",3.3150001,1,"1",19.7720013,2006,22.2800007,2006-01-01,10.0690002,16.1740017,166.9700012
"14318","DC 9",1.154,2,"1",11.059,2006,16.3320007,2006-02-01,4.605,10.4680004,98.0979996
"14319","DC 9",0.604,3,"1",6.585,2006,12.3739996,2006-03-01,4.0910001,8.2320004,267.894989
"14320","DC 9",0.621,4,"1",8.8879995,2006,17.3369999,2006-04-01,8.1599998,12.7480001,191.2779999
"14321","DC 9",2.082,5,"1",22.7339993,2006,26.118,2006-05-01,11.7139997,18.9150009,22.7870007
"14322","DC 9",4.7290001,6,"1",32.8209991,2006,31.2700005,2006-06-01,15.8760004,23.5730019,0
"14323","DC 9",10.1490002,7,"1",45.3330002,2006,35.4650002,2006-07-01,19.6830006,27.5740013,0
"14324","DC 9",6.6799998,8,"1",35.769001,2006,31.9090004,2006-08-01,15.7639999,23.8360004,0
"14325","DC 9",7.8379998,9,"1",32.7360001,2006,30.1240005,2006-09-01,14.7419996,22.4320011,0
"14326","DC 9",3.9649999,10,"1",19.7889996,2006,23.2509995,2006-10-01,9.8249998,16.5370007,4.8280001
"14327","DC 9",0.629,11,"1",7.559,2006,16.2420006,2006-11-01,6.9590001,11.6000004,85.6159973
"14328","DC 9",0.96,12,"1",7.6490002,2006,13.2440004,2006-12-01,3.977,8.6100006,144.0429993
"14329","DC 9",3.1240001,1,"1",20.4060001,2007,22.6800003,2007-01-01,9.4790001,16.0790005,11.3850002
"14330","DC 9",0.896,2,"1",7.737,2007,14.4259996,2007-02-01,5.4530001,9.9390001,228.1970062
"14331","DC 9",1.878,3,"1",14.6120005,2007,20.4519997,2007-03-01,7.7150002,14.0830011,22.6809998
"14332","DC 9",1.8049999,4,"1",15.2489996,2007,20.7180004,2007-04-01,7.7849998,14.2510004,67.776001
"14333","DC 9",2.9100001,5,"1",24.7280006,2007,26.3290005,2007-05-01,10.8030005,18.566,21.441
"14334","DC 9",4.4629998,6,"1",32.7879982,2007,30.0799999,2007-06-01,13.8059998,21.9420013,2.211
"14335","DC 9",6.1350002,7,"1",38.2410011,2007,33.0180016,2007-07-01,16.493,24.7550011,0.104
"14336","DC 9",8.2869997,8,"1",39.4799995,2007,33.0439987,2007-08-01,16.7220001,24.8820019,0
"14337","DC 9",4.4959998,9,"1",26.2059994,2007,27.3799992,2007-09-01,13.4849997,20.4310017,17.0769997
"14338","DC 9",2.3540001,10,"1",15.2049999,2007,21.4629993,2007-10-01,10.3620005,15.9120007,60.7000008
"14339","DC 9",2.1630001,11,"1",14.2340002,2007,19.9759998,2007-11-01,7.5819998,13.7780008,33.7519989
"14340","DC 9",0.654,12,"1",6.2309999,2007,11.5050001,2007-12-01,2.586,7.0450006,166.2559967
"14341","DC 9",4.1260004,1,"1",21.7930012,2008,22.8440018,2008-01-01,9.7540007,16.2980003,234.477005
"14342","DC 9",1.168,2,"1",8.7770004,2008,14.3940001,2008-02-01,4.3610001,9.3770008,112.9810028
"14343","DC 9",1.895,3,"1",13.4090004,2008,18.3379993,2008-03-01,6.0159998,12.1760006,18.5340004
"14344","DC 9",2.6719999,4,"1",18.2339993,2008,20.6499996,2008-04-01,5.9289999,13.2890005,6.9330001
"14345","DC 9",4.1960001,5,"1",23.8600006,2008,25.5610008,2008-05-01,11.2550001,18.4080009,3.651
"14346","DC 9",6.4050002,6,"1",34.3230019,2008,30.6259995,2008-06-01,14.2309999,22.427002,0
"14347","DC 9",6.9850001,7,"1",39.3510017,2008,33.5550003,2008-07-01,17.0160007,25.2850018,0
"14348","DC 9",9.2919998,8,"1",41.3479996,2008,33.9679985,2008-08-01,17.823,25.894001,0
"14349","DC 9",9.1359997,9,"1",36.0149994,2008,31.0990009,2008-09-01,15.3199997,23.2090015,0
"14350","DC 9",5.8189998,10,"1",24.243,2008,25.4160004,2008-10-01,11.9420004,18.6790009,40.4980011
"14351","DC 9",1.109,11,"1",10.5790005,2008,18.7000008,2008-11-01,8.5279999,13.6130009,79.447998
"14352","DC 9",0.324,12,"1",5.6409998,2008,11.1709995,2008-12-01,2.0009999,6.5850005,113.8980026
"14353","DC 9",3.5150001,1,"1",20.3100014,2009,22.4490013,2009-01-01,9.7930002,16.1210003,57.9589996
"14354","DC 9",1.1,2,"1",8.0170002,2009,13.9429998,2009-02-01,5.3920002,9.6670008,175.5330048
"14355","DC 9",1.66,3,"1",11.4169998,2009,16.8470001,2009-03-01,5.5770001,11.2120008,111.6539993
"14356","DC 9",2.8099999,4,"1",17.1509991,2009,20.3670006,2009-04-01,6.881,13.6240005,15.0690002
"14357","DC 9",2.7320001,5,"1",23.1130009,2009,26.4470005,2009-05-01,12.2550001,19.3510017,80.6090012
"14358","DC 9",3.0650001,6,"1",26.0750008,2009,27.8519993,2009-06-01,13.3109999,20.5800018,19.6809998
"14359","DC 9",8.007,7,"1",41.5569992,2009,34.0079994,2009-07-01,17.1310005,25.5690022,0
"14360","DC 9",7.368,8,"1",37.3289986,2009,32.4140015,2009-08-01,16.7460003,24.5800018,0
"14361","DC 9",8.9300003,9,"1",35.8779984,2009,31.5149994,2009-09-01,16.7150002,24.1140003,3.711
"14362","DC 9",3.118,10,"1",15.9130001,2009,21.7189999,2009-10-01,10.0939999,15.9060011,64.5749969
"14363","DC 9",1.368,11,"1",11.5,2009,17.6270008,2009-11-01,6.5549998,12.0900002,44.7200012
"14364","DC 9",0.666,12,"1",5.8449998,2009,11.7110004,2009-12-01,2.96,7.3350005,114.6490021
"14365","DC 9",2.7650001,1,"1",17.6870003,2010,21.4100018,2010-01-01,9.9560003,15.6820011,215.5529938
"14366","DC 9",0.611,2,"1",6.6570001,2010,14.6689997,2010-02-01,6.4330001,10.5500002,92.1289978
"14367","DC 9",1.3789999,3,"1",11.0979996,2010,16.8299999,2010-03-01,5.8189998,11.3240004,80.5999985
"14368","DC 9",0.916,4,"1",9.9519997,2010,16.3180008,2010-04-01,6.2179999,11.2670002,177.522995
"14369","DC 9",1.7,5,"1",15.2419996,2010,20.4810009,2010-05-01,7.9990001,14.2400007,56.2410011
"14370","DC 9",3.3429999,6,"1",26.2210007,2010,28.3959999,2010-06-01,14.2620001,21.3290005,0.557
"14371","DC 9",4.9910002,7,"1",36.8269997,2010,33.2070007,2010-07-01,16.5109997,24.8580017,0
"14372","DC 9",6.2820001,8,"1",35.3110008,2010,31.4680004,2010-08-01,15.4359999,23.4510002,0.382
"14373","DC 9",7.4060001,9,"1",31.6110001,2010,29.9260006,2010-09-01,15.3240004,22.6250019,0
"14374","DC 9",3.9779999,10,"1",18.7380009,2010,23.6369991,2010-10-01,12.8859997,18.2600002,135.2409973
"14375","DC 9",1.441,11,"1",10.335,2010,16.4669991,2010-11-01,6.6459999,11.5550003,147.7819977
"14376","DC 9",0.358,12,"1",4.849,2010,13.2189999,2010-12-01,6.428,9.8230009,317.2860107
"14377","DC 9",2.6430001,1,"1",17.7770004,2011,21.4170017,2011-01-01,9.3780003,15.3970003,54.243
"14378","DC 9",1.619,2,"1",9.776,2011,14.0360003,2011-02-01,3.529,8.7820005,167.5180054
"14379","DC 9",0.739,3,"1",7.1630001,2011,13.9139996,2011-03-01,6.2309999,10.0720005,328.1419983
"14380","DC 9",1.238,4,"1",12.2209997,2011,18.6369991,2011-04-01,6.6989999,12.6670008,31.0419998
"14381","DC 9",1.98,5,"1",16.0130005,2011,20.8670006,2011-05-01,8.3929996,14.6290007,61.4959984
"14382","DC 9",2.6159999,6,"1",22.5450001,2011,26.3220005,2011-06-01,13.1140003,19.7180004,48.6640015
"14383","DC 9",4.704,7,"1",32.1209984,2011,31.5009995,2011-07-01,16.5349998,24.0170002,0
"14384","DC 9",5.619,8,"1",35.9259987,2011,32.6980019,2011-08-01,16.6580009,24.6780014,0
"14385","DC 9",7.1900001,9,"1",34.7960014,2011,32.0359993,2011-09-01,17.2320004,24.6330013,22.5450001
"14386","DC 9",2.5710001,10,"1",16.3439999,2011,23.4669991,2011-10-01,12.2270002,17.8460007,62.9469986
"14387","DC 9",1.021,11,"1",8.9980001,2011,15.8850002,2011-11-01,6.0009999,10.9420004,35.9990005
"14388","DC 9",2.049,12,"1",11.2449999,2011,14.8620005,2011-12-01,2.757,8.809,3.473
"14389","DC 9",3.6300001,1,"1",20.4870014,2012,22.6500015,2012-01-01,10.2150002,16.4320011,121.2590027
"14390","DC 9",1.46,2,"1",10.6859999,2012,15.7919998,2012-02-01,4.5830002,10.1870003,48.9860001
"14391","DC 9",1.191,3,"1",8.2740002,2012,14.5930004,2012-03-01,5.717,10.1550007,292.598999
"14392","DC 9",1.299,4,"1",12.1809998,2012,18.9389992,2012-04-01,7.6570001,13.2970009,138.0379944
"14393","DC 9",2.8740001,5,"1",22.5319996,2012,25.4370003,2012-05-01,10.8030005,18.1200008,2.4514
"14394","DC 9",4.3309999,6,"1",30.6429996,2012,29.0400009,2012-06-01,13.1129999,21.0760002,7.7140002
"14395","DC 9",6.6009998,7,"1",37.4850006,2012,32.6150017,2012-07-01,16.5319996,24.5730019,0.246
"14396","DC 9",10.1610003,8,"1",44.512001,2012,34.7949982,2012-08-01,18.677,26.7350006,0
"14397","DC 9",8.2530003,9,"1",35.0660019,2012,31.8099995,2012-09-01,16.3129997,24.0600014,0
"14398","DC 9",4.0609999,10,"1",19.7810001,2012,24.2679996,2012-10-01,12.2469997,18.2560005,53.8260002
"14399","DC 9",1.173,11,"1",9.1339998,2012,17.3579998,2012-11-01,8.8970003,13.1270008,238.5449982
"14400","DC 9",0.322,12,"1",5.1240001,2012,11.823,2012-12-01,3.7119999,7.7670002,342.0617981
"14401","DC 9",3.7350001,1,"1",21.5970001,2013,23.3190002,2013-01-01,10.0820007,16.7000008,19.7840004
"14402","DC 9",1.677,2,"1",10.9870005,2013,15.8769999,2013-02-01,3.9590001,9.9170008,18.5219994
"14403","DC 9",1.738,3,"1",13.4910002,2013,19.3670006,2013-03-01,7.4390001,13.4030008,71.526001
"14404","DC 9",2.5190001,4,"1",18.823,2013,22.7369995,2013-04-01,9.3339996,16.0340004,31.4790001
"14405","DC 9",3.5780001,5,"1",23.1809998,2013,25.6620007,2013-05-01,11.9460001,18.8040009,13.5570002
"14406","DC 9",4.1290002,6,"1",30.7889996,2013,30.0820007,2013-06-01,15.052,22.5670013,30.5540009
"14407","DC 9",8.3339996,7,"1",42.5369987,2013,34.6710014,2013-07-01,18.4650002,26.5680008,0
"14408","DC 9",6.5700002,8,"1",35.2470016,2013,31.816,2013-08-01,16.3419991,24.078001,0.031
"14409","DC 9",4.7470002,9,"1",27.1919994,2013,28.2269993,2013-09-01,14.8059998,21.5150013,21.5569992
"14410","DC 9",5.348,10,"1",22.4860001,2013,24.2159996,2013-10-01,10.8599997,17.5370007,3.8110001
"14411","DC 9",3.1259999,11,"1",15.3219995,2013,19.5990009,2013-11-01,7.5780001,13.5880003,39.0820007
"14412","DC 9",2.069,12,"1",11.1899996,2013,14.6999998,2013-12-01,2.592,8.6450005,8.2729998
"14413","DC 9",3.9290001,1,"1",21.7010002,2014,23.9400005,2014-01-01,11.6280003,17.7830009,27.6270008
"14414","DC 9",1.2589999,2,"1",9.1800003,2014,15.9779997,2014-02-01,6.9580002,11.467001,245.2310028
"14415","DC 9",2.108,3,"1",12.9399996,2014,18.9009991,2014-03-01,8.3789997,13.6390009,177.9369965
"14416","DC 9",1.956,4,"1",16.5,2014,21.4729996,2014-04-01,8.9689999,15.2200003,39.8839989
"14417","DC 9",4.302,5,"1",26.1200008,2014,26.5699997,2014-05-01,12.3570004,19.4630013,4.1760001
"14418","DC 9",5.987,6,"1",35.4189987,2014,31.1159992,2014-06-01,14.8330002,22.9740009,0
"14419","DC 9",8.1379995,7,"1",41.2010002,2014,34.2859993,2014-07-01,18.7369995,26.5100021,0
"14420","DC 9",6.1690001,8,"1",34.0830002,2014,32.0250015,2014-08-01,17.5300007,24.7770004,1.325
"14421","DC 9",6.717,9,"1",31.6060009,2014,30.3670006,2014-09-01,16.1819992,23.2740002,16.0580006
"14422","DC 9",5.2810001,10,"1",23.1189995,2014,25.8579998,2014-10-01,13.3369999,19.5970001,37.4119987
"14423","DC 9",1.256,11,"1",9.6870003,2014,17.8959999,2014-11-01,8.3269997,13.111001,105.4960022
"14424","DC 9",0.424,12,"1",5.3699999,2014,14.1289997,2014-12-01,7.3670001,10.7480001,293.9030151
"14425","DC 9",3.8660002,1,"1",21.427002,2015,23.7450008,2015-01-01,11.0940008,17.4190006,1.277
"14426","DC 9",1.575,2,"1",11.3389997,2015,18.7859993,2015-02-01,8.1219997,13.453001,86.5110016
"14427","DC 9",2.3710001,3,"1",15.8590002,2015,21.6399994,2015-03-01,9.1820002,15.4100008,12.0430002
"14428","DC 9",2.1630001,4,"1",17.7320004,2015,21.698,2015-04-01,8.1029997,14.9000006,77.4179993
"14429","DC 9",1.9170001,5,"1",20.4220009,2015,24.4379997,2015-05-01,10.533,17.4850006,4.4879999
"14430","DC 9",5.967,6,"1",36.3260002,2015,32.3160019,2015-06-01,16.1760006,24.2460003,3.4849999
"14431","DC 9",7.1129999,7,"1",36.605999,2015,32.7470016,2015-07-01,17.9969997,25.3710003,0.608
"14432","DC 9",7.5289998,8,"1",36.2270012,2015,32.3810005,2015-08-01,17.1700001,24.7750015,0
"14433","DC 9",9.4469995,9,"1",34.6559982,2015,30.559,2015-09-01,16.6819992,23.6200008,2.641
"14434","DC 9",5.6079998,10,"1",23.9559994,2015,26.6809998,2015-10-01,14.7010002,20.6910019,9.1149998
"14435","DC 9",1.4680001,11,"1",9.9750004,2015,16.0300007,2015-11-01,5.619,10.8240004,94.8929977
"14436","DC 9",0.57,12,"1",5.5780001,2015,11.901,2015-12-01,3.799,7.8500004,186.1799927
"14437","DC 9",3.5600002,1,"1",19.9250011,2016,22.9220009,2016-01-01,11.0330009,16.9770012,268.7319946
"14438","DC 9",1.663,2,"1",11.8290005,2016,18.2730007,2016-02-01,7.2290001,12.7510004,46.0139999
"14439","DC 9",1.084,3,"1",9.5810003,2016,17.4260006,2016-03-01,7.9990001,12.7120008,297.6749878
"14440","DC 9",1.842,4,"1",15.5600004,2016,21.8649998,2016-04-01,9.3369999,15.6000004,37.3689995
"14441","DC 9",2.6849999,5,"1",20.0790005,2016,24.698,2016-05-01,12.1899996,18.4430008,21.0179996
"14442","DC 9",6.4530001,6,"1",35.2140007,2016,31.3700008,2016-06-01,16.2719994,23.8200016,0.368
"14443","DC 9",9.0159998,7,"1",41.2260017,2016,33.6570015,2016-07-01,17.2740002,25.4650021,0
"14444","DC 9",7.7459998,8,"1",38.0489998,2016,33.0489998,2016-08-01,16.8279991,24.9380016,0
"14445","DC 9",7.4559999,9,"1",31.9790001,2016,29.9669991,2016-09-01,15.243,22.6050014,0
"14446","DC 9",2.8540001,10,"1",15.3529997,2016,21.8570004,2016-10-01,11.9790001,16.9180012,181.302002
"14447","DC 9",1.073,11,"1",9.5699997,2016,17.6399994,2016-11-01,8.6300001,13.1340008,110.3249969
"14448","DC 9",0.39,12,"1",5.5570002,2016,12.3540001,2016-12-01,3.434,7.8940005,196.5359955
"14449","DC 9",4.2160997,1,"1",22.7486992,2021,23.1588993,2021-01-01,10.4057999,16.782299,121.0074997
